ref,pubdate,months,yearstart,yearend,season,environment,ocean,locality,mindepth,maxdepth,latmin,latmid,latmax,longmin,longmid,longmax,genus,genusconfirmed,species,spconfirmed,stage,minsize,midsize,maxsize,combmaxsize,genusfbms,fbmaxsize,primarydiet,primarygroup,secondarydiet,secondarygroup,tertiarydiet,tertiarygroup,copepods,fish,fishid,notes
olivar2019,2019,,,,unknown,tropical,atlantic,brazil,0,200,-10,8,26,-40,-25,-10,lampanyctus,lampanyctus,lampanyctus alatus,lampanyctus alatus,,48,48.5,49,49,300,,,,,,,,,yes,myctophid,
olivar2019,2019,,,,unknown,tropical,atlantic,brazil,0,200,-10,8,26,-40,-25,-10,lepidophanes,lepidophanes,lepidophanes guentheri,lepidophanes guentheri,,52,52,52,52,80,,,,,,,,,yes,myctophid,
olivar2019,2019,,,,unknown,tropical,atlantic,brazil,0,200,-10,8,26,-40,-25,-10,diaphus,diaphus,diaphus dumerilii,diaphus dumerilii,,53,53,53,53,170,,,,,,,,,yes,myctophid,
olivar2019,2019,,,,unknown,tropical,atlantic,brazil,0,200,-10,8,26,-40,-25,-10,diaphus,diaphus,diaphus mollis,diaphus mollis,,53,53,53,53,170,,,,,,,,,yes,myctophid,
olivar2019,2019,,,,unknown,tropical,atlantic,brazil,0,200,-10,8,26,-40,-25,-10,diaphus,diaphus,diaphus rafnesquii,diaphus rafnesquii,,57,57.5,58,58,170,,,,,,,,,yes,myctophid,
olivar2019,2019,,,,unknown,tropical,atlantic,brazil,0,200,-10,8,26,-40,-25,-10,ceratoscopelus,ceratoscopelus,ceratoscopelus warmingii,ceratoscopelus warmingii,,58,58,58,58,184,,,,,,,,,yes,myctophid,
olivar2019,2019,,,,unknown,tropical,atlantic,brazil,0,200,-10,8,26,-40,-25,-10,myctophum,myctophum,myctophum nitidulum,myctophum nitidulum,,56,64.5,73,73,110,,,,,,,,,yes,myctophid,
olivar2019,2019,,,,unknown,tropical,atlantic,brazil,0,200,-10,8,26,-40,-25,-10,myctophum,myctophum,myctophum punctatum,myctophum punctatum,,66,66,66,66,110,,,,,,,,,yes,myctophid,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,hygophum,hygophum,hygophum hygomii,hygophum hygomii,,14,15.5,17,17,81,81,copepods,crustaceans,,,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,electrona,electrona,electrona carlsbergi,electrona carlsbergi,,13,15.5,18,18,127,112,copepods,crustaceans,chaetognatha,chaetognatha,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,diogenichthys,diogenichthys,diogenichthys atlanticus,diogenichthys atlanticus,,14,16,18,18,50,29,copepods,crustaceans,tunicates,gelatinous,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,bolinichthys,bolinichthys,bolinichthys supralateralis,bolinichthys supralateralis,,17,17,17,17,117,117,copepods,crustaceans,,,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,scopelopsis,scopelopsis,scopelopsis multipunctatus,scopelopsis multipunctatus,,16,17,18,18,91,91,copepods,crustaceans,,,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,lampadema,lampadena,lampadena pontifex,lampadena pontifex,,19,19.5,20,20,110,110,copepods,crustaceans,euphausiids,crustaceans,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,benthosema,benthosema,benthosema suborbitale,benthosema suborbitale,,11,20,29,29,103,39,copepods,crustaceans,euphausiids,crustaceans,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,symbolophorus,symbolophorus,symbolophorus evermanni,symbolophorus evermanni,,22,22,22,22,160,117,copepods,crustaceans,,,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,symbolophorus,symbolophorus,symbolophorus barnardi,symbolophorus barnardi,,23,24,25,25,160,116,copepods,crustaceans,amphipods,crustaceans,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,lampanyctus,lampanyctus,lampanyctus alatus,lampanyctus alatus,,19,25,31,31,300,61,copepods,crustaceans,euphausiids,crustaceans,amphipods,crustaceans,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,lampanyctus,lampanyctus,lampanyctus pusillus,lampanyctus pusillus,,21,26.5,32,32,300,43,copepods,crustaceans,ostracods,crustaceans,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,diaphus,diaphus,diaphus meadi,diaphus meadi,,17,26.5,36,36,170,54,copepods,crustaceans,,,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,protomyctophum,protomyctophum,protomyctophum luciferum,protomyctophum luciferum,,24,29.5,35,35,95,61,copepods,crustaceans,ostracods,crustaceans,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,hygophum,hygophum,hygophum hanseni,hygophum hanseni,,20,30,40,40,81,67,copepods,crustaceans,euphausiids,crustaceans,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,lampanyctus,lampanyctus,lampanyctus australis,lampanyctus australis,,25,31,37,37,300,131,copepods,crustaceans,amphipods,crustaceans,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,diaphus,diaphus,diaphus hudsoni,diaphus hudsoni,,15,31.5,48,48,170,84,copepods,crustaceans,tunicates,gelatinous,chaetognatha,chaetognatha,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,gymnoscopelus,gymnoscopelus,gymnoscopelus microlampas,gymnoscopelus microlampas,,32,32,32,32,280,117,copepods,crustaceans,chaetognatha,chaetognatha,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,diaphus,diaphus,diaphus leutkeni,diaphus leutkeni,,31,32,33,33,170,60,copepods,crustaceans,chaetognatha,chaetognatha,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,kreffichthys,kreffichthys,kreffichthys anderssoni,kreffichthys anderssoni,,14,33.5,53,53,71,71,copepods,crustaceans,euphausiids,crustaceans,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,electrona,electrona,electrona subaspera,electrona subaspera,,22,34.5,47,47,127,127,copepods,crustaceans,molluscs,molluscs,euphausiids,crustaceans,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,lobianchia,lobianchia,lobianchia dofleini,lobianchia dofleini,,34,36,38,38,60,60,copepods,crustaceans,,,,,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,diaphus,diaphus,diaphus taaningi,diaphus taaningi,,12,36,60,60,170,70,copepods,crustaceans,molluscs,molluscs,chaetognatha,chaetognatha,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,protomyctophum,protomyctophum,protomyctophum normani,protomyctophum normani,,17,36.5,56,56,95,56,copepods,crustaceans,euphausiids,crustaceans,amphipods,crustaceans,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,protomyctophum,protomyctophum,protomyctophum andriashevi,protomyctophum andriashevi,,23,37.5,52,52,95,60,copepods,crustaceans,ostracods,crustaceans,amphipods,crustaceans,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,ceratoscopelus,ceratoscopelus,ceratoscopelus warmingii,ceratoscopelus warmingii,,16,45.5,75,75,184,102,copepods,crustaceans,euphausiids,crustaceans,ostracods,crustaceans,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,notoscopelus,notoscopelus,notoscopelus resplendens,notoscopelus resplendens,,42,49.5,57,57,143,95,copepods,crustaceans,euphausiids,crustaceans,polychaetes,polychaetes,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,protomyctophum,protomyctophum,protomyctophum choriodon,protomyctophum choriodon,,25,50.5,76,76,95,95,copepods,crustaceans,amphipods,crustaceans,euphausiids,crustaceans,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,metelectrona,metelectrona,metelectrona herwigi,metelectrona herwigi,,46,51.5,57,57,55,55,euphausiids,crustaceans,copepods,crustaceans,molluscs,molluscs,no,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,protomyctophum,protomyctophum,protomyctophum bolini,protomyctophum bolini,,53,55,57,57,95,67,copepods,crustaceans,amphipods,crustaceans,euphausiids,crustaceans,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,electrona,electrona,electrona antarctica,electrona antarctica,,25,55,85,85,127,115,copepods,crustaceans,chaetognatha,chaetognatha,euphausiids,crustaceans,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,electrona,electrona,electrona paucirastra,electrona paucirastra,,48,57,66,66,127,70,copepods,crustaceans,molluscs,molluscs,euphausiids,crustaceans,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,symbolophorus,symbolophorus,symbolophorus boops,symbolophorus boops,,25,61,97,97,160,160,copepods,crustaceans,euphausiids,crustaceans,amphipods,crustaceans,yes,yes,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,gymnoscopelus,gymnoscopelus,gymnoscopelus bolini,gymnoscopelus bolini,,24,61,98,98,280,280,copepods,crustaceans,euphausiids,crustaceans,ostracods,crustaceans,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,diaphus,diaphus,diaphus effulgens,diaphus effulgens,,73,73,73,73,170,150,copepods,crustaceans,pisces,pisces,,,yes,yes,myctophids,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,gymnoscopelus,gymnoscopelus,gymnoscopelus nicholsi,gymnoscopelus nicholsi,,69,104,139,139,280,191,copepods,crustaceans,euphausiids,crustaceans,chaetognatha,chaetognatha,yes,no,,
pakhomov1996,1996,"feb,mar",1994,1985,multiple,polar,antarctic,southern ocean,0,80,-40,-54.5,-69,22,-8.5,-39,gymnoscopelus,gymnoscopelus,gymnoscopelus opisthopterus,gymnoscopelus opisthopterus,,64,109,154,154,280,162,euphausiids,crustaceans,copepods,crustaceans,chaetognatha,chaetognatha,no,no,,
pearcy1979,1979,"sep,nov,jun",1972,1974,multiple,temperate,pacific,us,0,700,44.666,44.666,44.666,-125.583,-125.583,-125.583,stenobrachius,stenobrachius,stenobrachius leucopsarus,stenobrachius leucopsarus,,20,50,80,80,130,130,euphausiids,crustaceans,copepods,crustaceans,ostracods,crustaceans,no,yes,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,protomyctophum,protomyctophum,protomyctophum arcticum,protomyctophum arcticum,,35,37.5,40,40,95,60,copepods,crustaceans,,,,,yes,no,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,hygophum,hygophum,hygophum benoiti,hygophum benoiti,,40,50,60,60,81,78,copepods,crustaceans,amphipods,crustaceans,euphausiids,crustaceans,yes,yes,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,benthosema,benthosema,benthosema glaciale,benthosema glaciale,,35,50,65,65,103,103,copepods,crustaceans,amphipods,crustaceans,euphausiids,crustaceans,yes,yes,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,diaphus,diaphus,diaphus rafinesquii,diaphus rafinesquii,,30,50,70,70,170,94,euphausiids,crustaceans,copepods,crustaceans,decapods,crustaceans,no,no,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,ceratoscopelus,ceratoscopelus,ceratoscopelus maderennsis,ceratoscopelus maderennsis,,45,62.5,80,80,184,89,amphipods,crustaceans,euphausiids,crustaceans,copepods,crustaceans,no,no,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,lobianchia,lobianchia,lobianchia dofleini,lobianchia dofleini,,30,70,110,110,60,60,copepods,crustaceans,euphausiids,crustaceans,amphipods,crustaceans,yes,yes,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,myctophum,myctophum,myctophum punctatum,myctophum punctatum,,55,72.5,90,90,110,110,euphausiids,crustaceans,copepods,crustaceans,amphipods,crustaceans,no,no,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,electrona,electrona,electrona risso,electrona risso,,60,75,90,90,127,84,copepods,crustaceans,euphausiids,crustaceans,decapods,crustaceans,yes,yes,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,notoscopelus,notoscopelus,notoscopelus bolini,notoscopelus bolini,,45,75,105,105,143,102,euphausiids,crustaceans,copepods,crustaceans,pisces,pisces,no,yes,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,symbolophorus,symbolophorus,symbolophorus veranyi,symbolophorus veranyi,,85,102.5,120,120,160,125,pisces,pisces,amphipods,crustaceans,euphausiids,crustaceans,no,yes,,
podraxhanskaya1993,1993,"jul,aug,sept,oct",1983,1983,summer,temperate,atlantic,canada,60,400,40,45,50,-60,-45,-30,notoscopelus,notoscopelus,notoscopelus elongatus,notoscopelus elongatus,,75,105,135,135,143,142,euphausiids,crustaceans,copepods,crustaceans,polychaetes,polychaetes,no,no,,
pusch2004,2004,sep,1998,1998,fall,temperate,atlantic,morrocco,0,400,29,29.5,30,-28,-28,-28,lobianchia,lobianchia,lobianchia dofleini,lobianchia dofleini,,21,27.5,34,34,60,60,ostracods,crustaceans,copepods,crustaceans,euphausiids,crustaceans,no,yes,,
pusch2004,2004,sep,1998,1998,fall,temperate,atlantic,morrocco,0,400,29,29.5,30,-28,-28,-28,hygophum,hygophum,hygophum hygomii,hygophum hygomii,,29,46,63,63,81,81,amphipods,crustaceans,copepods,crustaceans,pteropods,molluscs,no,no,,
pusch2004,2004,sep,1998,1998,fall,temperate,atlantic,morrocco,0,400,29.785,29.992,30.2,-28.234,-28.434,-28.634,ceratoscopelus,ceratoscopelus,ceratoscopelus warmingii,ceratoscopelus warmingii,,20,48,76,76,184,102,amphipods,crustaceans,pteropods,molluscs,ostracods,crustaceans,no,no,,
riaz2020,2020,"jan,feb",2016,2016,summer,polar,antarctic,kerguelen axis,0,1000,-60,-62.5,-65,95,85,75,kreffichthys,kreffichthys,kreffichthys anderssoni,kreffichthys anderssoni,,25,52.5,80,80,71,71,copepods,crustaceans,euphausiids,crustaceans,crustaceans,crustaceans,yes,yes,,
riaz2020,2020,"jan,feb",2016,2016,summer,polar,antarctic,kerguelen axis,0,1000,-60,-62.5,-65,95,85,75,electrona,electrona,electrona antarctica,electrona antarctica,,25,75,125,125,127,115,amphipods,crustaceans,pisces,pisces,euphausiids,crustaceans,no,yes,,
riaz2020,2020,"jan,feb",2016,2016,summer,polar,antarctic,kerguelen axis,0,1000,-60,-62.5,-65,95,85,75,gymnoscopelus,gymnoscopelus,gymnoscopelus braueri,gymnoscopelus braueri,,65,107.5,150,150,280,220,euphausiids,crustaceans,amphipods,crustaceans,crustaceans,crustaceans,no,yes,,
rodriguez2005,2005,"jan,feb,march,april,may,jun,jul",1997,1997,summer,tropical,pacific,chile,0,150,-23,-27.5,-32,-71,-70,-71,diogenichthys,diogenichthys,diogenichthys laternatus,diogenichthys laternatus,larvae,2,6.5,11,11,50,50,crustaceans,crustaceans,ostracods,crustaceans,copepods,crustaceans,no,no,,
rodriguez2005,2005,"jan,feb,march,april,may,jun,jul",1997,1997,summer,tropical,pacific,chile,0,150,-23,-27.5,-32,-71,-70,-71,triphoturus,triphoturus,triphoturus mexicanus,triphoturus mexicanus,larvae,2,6.5,11,11,81,70,crustaceans,crustaceans,ostracods,crustaceans,copepods,crustaceans,no,yes,,
ruiz2024,2024,"oct,nov,dec",2006,2009,multiple,temperate,atlantic,scotia sea,0,1000,-50,-55,-60,-50,-40,-30,electrona,electrona,electrona antarctica,electrona antarctica,,,,,127,127,,euphausiids,,,,,,,no,,
sameoto1988,1988,"april,may,jun,jul,oc",1977,1985,multiple,tropical,atlantic,canada,0,1400,42,43,44,-61,-59.5,-58,benthosema,benthosema,benthosema glaciale,benthosema glaciale,,15,47.5,80,80,103,103,copepods,crustaceans,amphipods,crustaceans,euphausiids,crustaceans,yes,yes,,
sassa 2023,2023,"feb,march",2008,2017,spring,temperate,pacific,south china sea,0,563,25,27.5,30,122,126.5,131,diaphus,diaphus,diaphus fulgens,diaphus fulgens,,25,34.5,44,44,170,,appendicularian,,,,,,,yes,,
sassa2019,2019,"feb, march",2003,2016,spring,temperate,pacific,japan,0,0,29,31.5,34,128,134,140,symbolophorus,symbolophorus,symbolophorus californiensis,symbolophorus californiensis,,88,103.5,119,119,160,,copepods,,,,,,,yes,,
sassa2020,2020,"feb,mar",2003,2016,spring,temperate,pacific,japan,0,5000,28,32,36,128,135,142,myctophum,myctophum,myctophum orientale,myctophum orientale,,10,35,60,60,110,,appendicularians,urochardates,euphausiids,crustaceans,copepods,crustaceans,no,yes,,
saunders2014,2014,"oct,april",2006,2009,multiple,polar,antarctic,southern ocean,0,1000,-50,-55,-60,-30,-45,-60,electrona,electrona,electrona antarctica,electrona antarctica,,20,70,120,120,127,115,copepods,crustaceans,euphausiids,crustaceans,amphipods,crustaceans,yes,yes,,
saunders2014,2014,"oct,april",2006,2009,multiple,polar,antarctic,southern ocean,0,1000,-50,-55,-60,-30,-45,-60,electrona,electrona,electrona carlsbergi,electrona carlsbergi,,60,75,90,90,127,112,copepods,crustaceans,euphausiids,crustaceans,amphipods,crustaceans,yes,yes,,
saunders2015,2015,"nov,jan,mar",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-55,-60,-30,-45,-10,protomyctophum,protomyctophum,protomyctophum tenisoni,protomyctophum tenisoni,,30,45,60,60,95,54,copepods,crustaceans,euphausiids,crustaceans,,,yes,yes,,
saunders2015,2015,"nov,jan,mar",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-55,-60,-30,-45,-10,protomyctophum,protomyctophum,protomyctophum bolini,protomyctophum bolini,,20,45,70,70,95,67,copepods,crustaceans,euphausiids,crustaceans,,,yes,no,,
saunders2015,2015,"nov,jan,mar",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-55,-60,-30,-45,-10,protomyctophum,protomyctophum,protomyctophum choriodon,protomyctophum choriodon,,50,70,90,90,95,95,copepods,crustaceans,euphausiids,crustaceans,amphipods,crustaceans,yes,no,,
saunders2018,2018,"oct,nov,dec,jan,jeb,mar,april",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-56.5,-63,-20,-35,-50,protomyctophum,protomyctophum,protomyctophum tenisoni,protomyctophum tenisoni,,28,41.5,55,55,95,54,copepods,crustaceans,euphausiids,crustaceans,,,yes,no,,
saunders2018,2018,"oct,nov,dec,jan,jeb,mar,april",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-56.5,-63,-20,-35,-50,protomyctophum,protomyctophum,protomyctophum bolini,protomyctophum bolini,,23,44.5,66,66,95,67,copepods,crustaceans,euphausiids,crustaceans,,,yes,no,,
saunders2018,2018,"oct,nov,dec,jan,jeb,mar,april",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-56.5,-63,-20,-35,-50,kreffichthys,kreffichthys,kreffichthys anderssoni,kreffichthys anderssoni,,15,44.5,74,74,71,71,copepods,crustaceans,euphausiids,crustaceans,,,yes,no,,
saunders2018,2018,"oct,nov,dec,jan,jeb,mar,april",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-56.5,-63,-20,-35,-50,electrona,electrona,electrona antarctica,electrona antarctica,,24,69.5,115,115,127,115,euphausiids,crustaceans,copepods,crustaceans,pteropods,molluscs,no,no,,
saunders2018,2018,"oct,nov,dec,jan,jeb,mar,april",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-56.5,-63,-20,-35,-50,protomyctophum,protomyctophum,protomyctophum choriodon,protomyctophum choriodon,,55,70,85,85,95,95,euphausiids,crustaceans,copepods,crustaceans,,,no,no,,
saunders2018,2018,"oct,nov,dec,jan,jeb,mar,april",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-56.5,-63,-20,-35,-50,gymnoscopelus,gymnoscopelus,gymnoscopelus fraseri,gymnoscopelus fraseri,,39,77,115,115,280,88,copepods,crustaceans,euphausiids,crustaceans,,,yes,no,,
saunders2018,2018,"oct,nov,dec,jan,jeb,mar,april",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-56.5,-63,-20,-35,-50,electrona,electrona,electrona carlsbergi,electrona carlsbergi,,65,77.5,90,90,127,112,copepods,crustaceans,euphausiids,crustaceans,salps,gelatinous,yes,no,,
saunders2018,2018,"oct,nov,dec,jan,jeb,mar,april",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-56.5,-63,-20,-35,-50,gymnoscopelus,gymnoscopelus,gymnoscopelus braueri,gymnoscopelus braueri,,34,98,162,162,280,220,copepods,crustaceans,euphausiids,crustaceans,ostracods,crustaceans,yes,no,,
saunders2018,2018,"oct,nov,dec,jan,jeb,mar,april",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-56.5,-63,-20,-35,-50,gymnoscopelus,gymnoscopelus,gymnoscopelus nicholsi,gymnoscopelus nicholsi,,34,99.5,165,165,280,191,copepods,crustaceans,euphausiids,crustaceans,,,yes,no,,
saunders2018,2018,"oct,nov,dec,jan,jeb,mar,april",2006,2009,multiple,polar,antarctic,scotia sea,0,1000,-50,-56.5,-63,-20,-35,-50,nannobrachium,lampanyctus,nannobrachium achirus,lampanyctus achirus,,65,116,167,167,300,162,copepods,crustaceans,euphausiids,crustaceans,pisces,pisces,yes,yes,,
stefanescu1992,1992,"jul,aug,sept,oct",1988,1988,summer,temperate,atlantic,mediterranean,500,800,38.75,40.375,42,1.933,1.991,2.05,lampanyctus,lampanyctus,lampanyctus crocodilus,lampanyctus crocodilus,,5,11.5,18,18,300,300,copepods,crustaceans,pisces,pisces,mysidacea,crustaceans,yes,yes,cyclothone braueri,
suntsov2008,2008,"jun,aug,sep",2006,2006,multiple,temperate,pacific,us,30,50,48,45,42,-126,-125,-124,diaphus,diaphus,diaphus theta,diaphus theta,,19,44.5,70,70,170,114,thaliaceans,urochardates,amphipods,crustaceans,euphausiids,crustaceans,no,no,,
suntsov2008,2008,"jun,aug,sep",2006,2006,multiple,temperate,pacific,us,30,50,48,45,42,-126,-125,-124,stenbrachius,stenobrachius,stenobrachius leucopsarus,stenobrachius leucopsarus,,18,46,74,74,130,130,euphausiids,crustaceans,copepods,crustaceans,amphipods,crustaceans,no,no,,
suntsov2008,2008,"jun,aug,sep",2006,2006,multiple,temperate,pacific,us,30,50,48,45,42,-126,-125,-124,tarletonbeania,tarletonbeania,tarletonbeania crenularis,tarletonbeania crenularis,,24,52,80,80,127,127,euphausiids,crustaceans,amphipods,crustaceans,salps,gelatinous,no,yes,,
takagi2009,2009,"may,jun",2002,2002,spring,temperate,pacific,japan,0,28,35,37.5,40,143,151.5,160,myctophum,myctophum,myctophum asperum,myctophum asperum,,14,35.5,57,57,110,85,copepods,crustaceans,tunicates,gelatinous,amphipods,crustaceans,yes,yes,,
takagi2009,2009,"may,jun",2002,2002,spring,temperate,pacific,japan,0,28,35,37.5,40,143,151.5,160,symbolophorus,symbolophorus,symbolophorus californiensis,symbolophorus californiensis,,23,42,61,61,160,110,copepods,crustaceans,ostracods,crustaceans,euphausiids,crustaceans,yes,no,,
takagi2009,2009,"may,jun",2002,2002,spring,temperate,pacific,japan,0,28,35,37.5,40,143,151.5,160,ceratoscopelus,ceratoscopelus,ceratoscopelus warmingii,ceratoscopelus warmingii,,17,43,69,69,184,102,ostracods,crustaceans,copepods,crustaceans,chaetognatha,chaetognatha,no,yes,,
tanaka2013,2013,"jan,jun,sep",2003,2007,multiple,temperate,pacific,japan,0,400,31,32,33,128,129,130,diaphus,diaphus,diaphus garmani,diaphus garmani,,32,44.5,57,57,170,60,copepods,crustaceans,appendicularians,gelatinous,decapods,crustaceans,yes,yes,myctophids and others,
tanaka2013,2013,"jan,jun,sep",2003,2007,multiple,temperate,pacific,japan,0,400,31,32,33,128,129,130,diaphus,diaphus,diaphus chrysorhynchus,diaphus chrysorhynchus,,59,79.5,100,100,170,110,copepods,crustaceans,euphausiids,crustaceans,decapods,crustaceans,yes,yes,myctophids and others,
turco2024,2024,"aug, sept",2023,2023,summer,temperate,atlantic,mediterranean,500,701,38,39,40,16,17,18,lobianchia,lobianchia,lobianchia gemellarii,lobianchia gemellarii,,70,90,110,110,60,,crustaceans,,,,,,,yes,,
